State,Metro,City,Zipcode
SC,"Charleston-North Charleston, SC",Harleyville,29448
NC,,Harrells,28444
TX,"Borger, TX",Stinnett,79083
MO,,Blue Eye,65611
WV,"Huntington-Ashland, WV-KY-OH",Prichard,25555
OH,,Mount Victory,43340
TN,,Holladay,38341
CO,,La Jara,81140
CA,"Eureka-Arcata, CA",Kneeland,95549
IN,"Terre Haute, IN",Center Point,47840
RI,"Providence-Warwick, RI-MA",Richmond,2898
KY,,Allensville,42234
PA,"Erie, PA",Harborcreek,16421
NC,"New Bern, NC",,28515
WI,"Beaver Dam, WI",Neosho,53059
LA,"New Orleans-Metairie, LA",Buras,70041
AL,"Selma, AL",Plantersville,36758
PA,"St. Marys, PA",Weedville,15868
WA,"Moses Lake, WA",Grand Coulee,99133
OR,"Hood River, OR",Cascade Locks,97014
MO,"Kansas City, MO-KS",Kansas City,64136
OH,"Cincinnati, OH-KY-IN",Aberdeen,45101
OH,,Scio,43988
KS,,Chapman,67431
KS,,Erie,66733
MO,,Lampe,65681
OH,"Toledo, OH",Wayne,43466
OH,,Freeport,43973
TX,"Houston-The Woodlands-Sugar Land, TX",Beasley,77417
WI,,Mason,54856
KY,"Louisville/Jefferson County, KY-IN",Pewee Valley,40056
MD,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Warwick,21912
WA,,Lyle,98635
GA,,Lakemont,30552
NY,"Buffalo-Cheektowaga, NY",South Wales,14139
MO,"Kansas City, MO-KS",,64734
VT,"Rutland, VT",Pittsford,5763
KS,"Topeka, KS",Mayetta,66509
OH,"Zanesville, OH",Philo,43771
AR,"Helena-West Helena, AR",Marvell,72366
VA,"Staunton, VA",Greenville,24440
KY,"Cincinnati, OH-KY-IN",Petersburg,41080
MD,"Easton, MD",Cordova,21625
MS,"Grenada, MS",Holcomb,38940
OH,"Columbus, OH",New Straitsville,43766
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,18936
GA,"Columbus, GA-AL",,31825
AR,,Dennard,72645
IL,"Champaign-Urbana, IL",Bement,61813
NH,"Berlin, NH",Northumberland,3582
NY,"Malone, NY",Brushton,12916
PA,"Chambersburg-Waynesboro, PA",Fort Loudon,17224
IA,,Larchwood,51241
NC,"New Bern, NC",Cove City,28523
AR,"Harrison, AR",Everton,72633
KY,"Paducah, KY-IL",Ledbetter,42058
OK,"Weatherford, OK",Thomas,73669
CA,"San Diego-Chula Vista-Carlsbad, CA",Descanso,91916
NC,"Laurinburg, NC",Wagram,28396
CA,"Hanford-Corcoran, CA",Stratford,93266
WI,"Madison, WI",Dane,53529
WV,,Mathias,26812
WA,"Wenatchee, WA",Waterville,98858
OK,,Maysville,73057
NY,,Rock Hill,12775
GA,"Albany, GA",Ty Ty,31795
WV,,Pineville,24874
NY,"Jamestown-Dunkirk-Fredonia, NY",Kennedy,14747
IL,,Xenia,62899
NH,,Ossipee,3814
WA,"Spokane-Spokane Valley, WA",Valley,99181
IN,"Warsaw, IN",North Webster,46555
NM,"Hobbs, NM",Jal,88252
MS,"Brookhaven, MS",Ruth,39662
WV,"Parkersburg-Vienna, WV",Elizabeth,26180
WI,,Clayton,54004
NC,"Virginia Beach-Norfolk-Newport News, VA-NC",Eure,27935
PA,"Pottsville, PA",Girardville,17935
PA,"Sunbury, PA",Turbotville,17772
NY,"Utica-Rome, NY",Cassville,13318
ME,,Orland,4472
PA,"Lewisburg, PA",Millmont,17845
IA,,Brooklyn,52211
MS,,Noxapater,39346
SD,,De Smet,57231
NE,"Scottsbluff, NE",Minatare,69356
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Good Hope,30641
MD,,Friendsville,21531
MT,"Missoula, MT",Bonner,59823
TX,"San Antonio-New Braunfels, TX",McQueeney,78123
NY,"Auburn, NY",Sterling,13156
OK,"Woodward, OK",Mooreland,73852
TX,"Corpus Christi, TX",Corpus Christi,78409
GA,"Calhoun, GA",Sugar Valley,30746
NY,"Ogdensburg-Massena, NY",Colton,13625
MI,"Ludington, MI",Free Soil,49411
PA,"York-Hanover, PA",Fawn Grove,17321
NE,"Lincoln, NE",Roca,68430
ME,"Bangor, ME",Milford,4461
WV,,Marlinton,24954
NY,"New York-Newark-Jersey City, NY-NJ-PA",Shelter Island,11964
KY,"Louisville/Jefferson County, KY-IN",Brooks,40109
MO,,Seligman,65745
TN,,Lobelville,37097
PA,"Pittsburgh, PA",East Mc Keesport,15035
MA,"Pittsfield, MA",Lanesboro,1237
MA,"Springfield, MA",Whately,1039
NC,,Providence,27315
OH,"Weirton-Steubenville, WV-OH",,43901
NY,"Oneonta, NY",Gilbertsville,13843
WI,"Whitewater, WI",Williams Bay,53191
PA,,Hopewell,16650
PA,"New Castle, PA",New Galilee,16141
OK,,Watts,74964
KS,"McPherson, KS",Canton,67428
NY,,Harrisville,13648
IN,"Louisville/Jefferson County, KY-IN",Otisco,47163
OH,,Beallsville,43716
MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Cabin John,20818
MA,"Worcester, MA-CT",East Brookfield,1515
WI,,Minong,54859
AR,,Tuckerman,72473
TX,"Lubbock, TX",Ralls,79357
OH,"Columbus, OH",West Mansfield,43067
NE,,Wisner,68791
NY,"Batavia, NY",Elba,14058
MS,"Oxford, MS",Taylor,38673
IN,"Indianapolis-Carmel-Anderson, IN",Paragon,46166
OH,"Youngstown-Warren-Boardman, OH-PA",Youngstown,44510
TX,,Lockney,79241
TX,,Wheeler,79096
AR,,Mineral Springs,71851
WI,,Granton,54436
SC,"Charlotte-Concord-Gastonia, NC-SC",Mc Connells,29726
NH,"Lebanon, NH-VT",Holderness,3245
NY,"Syracuse, NY",Fabius,13063
MN,"Brainerd, MN",,56672
MN,"Brainerd, MN",Merrifield,56465
IA,,Holstein,51025
OH,"Cincinnati, OH-KY-IN",Moscow,45153
OH,"Marietta, OH",Vincent,45729
MO,"Kansas City, MO-KS",Kansas City,64139
IL,,Bridgeport,62417
IL,,Griggsville,62340
NH,"Lebanon, NH-VT",Ashland,3217
WV,"Weirton-Steubenville, WV-OH",Colliers,26035
NY,"Utica-Rome, NY",Oriskany Falls,13425
OK,"Tulsa, OK",Kiefer,74041
MD,"Cumberland, MD-WV",Oldtown,21555
PA,,Blossburg,16912
ME,,Limestone,4750
NE,,Stromsburg,68666
SD,"Brookings, SD",,57212
CA,"Bakersfield, CA",,93562
NC,,Cerro Gordo,28430
NY,"Syracuse, NY",Memphis,13112
VT,,Barton,5822
AL,"Montgomery, AL",Grady,36036
NC,"Henderson, NC",Bullock,27507
IA,,Shell Rock,50670
MT,,Choteau,59436
IL,,Brownstown,62418
SC,"Sumter, SC",Gable,29051
NY,"Elmira, NY",Big Flats,14814
KY,,Big Clifty,42712
TX,,Rotan,79546
WV,"Wheeling, WV-OH",Valley Grove,26060
KS,"Wichita, KS",Mount Hope,67108
PA,"Warren, PA",Pittsfield,16340
OH,"Salem, OH",Hanoverton,44423
MI,,Caseville,48725
MO,"Sedalia, MO",La Monte,65337
MS,,McCool,39108
IL,,Steeleville,62288
MN,,Akeley,56433
MO,"St. Joseph, MO-KS",Stewartsville,64490
NY,"Syracuse, NY",Hastings,13076
MS,,Sarah,38621
CA,,Coulterville,95311
NY,"Hudson, NY",Stuyvesant,12173
KY,"Elizabethtown-Fort Knox, KY",Upton,42784
TX,"Houston-The Woodlands-Sugar Land, TX",Port Bolivar,77650
KS,,Leoti,67861
ID,"Sandpoint, ID",Oldtown,83822
OK,"Enid, OK",Lahoma,73754
TN,,Hohenwald,38461
TX,,Saint Jo,76265
AR,,Saint Joe,72675
OH,"Wheeling, WV-OH",Jacobsburg,43933
NC,"North Wilkesboro, NC",Traphill,28685
NY,,Silver Springs,14550
MO,"Branson, MO",,65771
NE,"Grand Island, NE",Doniphan,68832
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Waterford,20197
PA,"Indiana, PA",Smicksburg,16256
ME,,West Paris,4289
CO,"Glenwood Springs, CO",De Beque,81630
IA,"Waterloo-Cedar Falls, IA",Tripoli,50676
WV,"Cumberland, MD-WV",Fort Ashby,26719
WI,,Lone Rock,53556
SD,"Brookings, SD",,57026
PA,"Somerset, PA",Confluence,15424
MO,"Kansas City, MO-KS",Plattsburg,64492
IN,"Logansport, IN",Royal Center,46978
WV,,Gilbert,25621
NH,"Concord, NH",Newbury,3255
IA,"Omaha-Council Bluffs, NE-IA",Malvern,51551
PA,"Selinsgrove, PA",Beavertown,17813
AL,"Florence-Muscle Shoals, AL",Anderson,35610
WI,"Madison, WI",Highland,53543
NY,"Albany-Schenectady-Troy, NY",Westerlo,12193
IN,,Bryant,47326
FL,"Orlando-Kissimmee-Sanford, FL",Kenansville,34739
CA,"Santa Rosa-Petaluma, CA",Kenwood,95452
CA,"Red Bluff, CA",Los Molinos,96055
CA,"Yuba City, CA",Sutter,95982
LA,"New Orleans-Metairie, LA",Braithwaite,70040
NE,"Norfolk, NE",Plainview,68769
TN,,Mooresburg,37881
MS,,Falkner,38629
IL,"Springfield, IL",Divernon,62530
IN,"Marion, IN",Converse,46919
NY,"Albany-Schenectady-Troy, NY",Valley Falls,12185
MI,"Detroit-Warren-Dearborn, MI",Otter Lake,48464
ID,"Blackfoot, ID",Pingree,83262
KS,,Meade,67864
MI,"Grand Rapids-Kentwood, MI",Muir,48860
SD,,Edgemont,57735
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Port Murray,7865
KS,,Saint Francis,67756
SC,,Calhoun Falls,29628
NY,,Croghan,13327
WI,,Lake Tomahawk,54539
PA,"Johnstown, PA",Hastings,16646
PA,,Millerton,16936
PA,"Indiana, PA",Home,15747
HI,"Hilo, HI",Kurtistown,96760
TX,"Beeville, TX",,78389
PA,"Pottsville, PA",Coaldale,18218
KY,"Elizabethtown-Fort Knox, KY",West Point,40177
IA,"Omaha-Council Bluffs, NE-IA",Avoca,51521
AR,"Forrest City, AR",Colt,72326
IL,,Dongola,62926
IA,,Earlville,52041
CA,"Riverside-San Bernardino-Ontario, CA",Lake Arrowhead,92391
IL,"Bloomington, IL",Gridley,61744
NE,,Tekamah,68061
MN,"Duluth, MN-WI",Angora,55723
WI,"Stevens Point, WI",Almond,54909
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Norwood Young America,55368
OH,"Salem, OH",Homeworth,44634
NY,"Binghamton, NY",Lisle,13797
WV,"Point Pleasant, WV-OH",Fraziers Bottom,25082
IL,"St. Louis, MO-IL",Alhambra,62001
AL,"Dothan, AL",Newville,36353
KY,"Maysville, KY",,41055
NM,"Las Cruces, NM",Las Cruces,87937
IL,"Peoria, IL",Green Valley,61534
WI,"Minneapolis-St. Paul-Bloomington, MN-WI",Hager City,54014
OK,,Welch,74369
IL,"Danville, IL",Rossville,60963
IL,,,62312
KY,,Trenton,42286
IN,"Kendallville, IN",Cromwell,46732
KY,,Tollesboro,41189
MN,"Rochester, MN",Preston,55965
IN,"Evansville, IN-KY",,47619
PA,"Pittsburgh, PA",Fenelton,16034
TN,,Hilham,38568
CA,"Bakersfield, CA",Wofford Heights,93285
ME,"Bangor, ME",Corinna,4928
MD,"Baltimore-Columbia-Towson, MD",Glenwood,21737
KY,"Cincinnati, OH-KY-IN",Foster,41043
TX,"San Antonio-New Braunfels, TX",Medina,78055
FL,"Sebring-Avon Park, FL",Lorida,33857
MS,,Sandy Hook,39478
TN,,Flintville,37335
GA,"Hinesville, GA",Riceboro,31323
KY,"Mount Sterling, KY",Sharpsburg,40374
OK,"Oklahoma City, OK",,73014
IA,,Amana,52203
OK,,,73456
MN,,Audubon,56511
MN,"Rochester, MN",Elgin,55932
AL,"Montgomery, AL",Billingsley,36006
KY,"Louisville/Jefferson County, KY-IN",Mount Eden,40046
CA,,Inyokern,93527
NC,"Shelby, NC",Casar,28020
TN,,Bruceton,38317
NC,"Greenville, NC",,27829
TX,"Waco, TX",Waco,76701
CA,"Eureka-Arcata, CA",Bayside,95524
GA,"Summerville, GA",Lyerly,30730
VA,,Meherrin,23954
WY,"Cheyenne, WY",Carpenter,82054
UT,"Provo-Orem, UT",,84645
MO,,Hermitage,65668
IA,"Dubuque, IA",Durango,52039
NE,,Sutton,68979
KS,"Wichita, KS",Benton,67017
TX,"Houston-The Woodlands-Sugar Land, TX",Danbury,77534
NY,"Seneca Falls, NY",Interlaken,14847
ND,"Grand Forks, ND-MN",Thompson,58278
WI,,Ettrick,54627
MO,,,64648
IN,"Indianapolis-Carmel-Anderson, IN",Waldron,46182
VA,,,24225
NC,"Wilmington, NC",Currie,28435
NC,"Charlotte-Concord-Gastonia, NC-SC",Morven,28119
MI,"Traverse City, MI",South Boardman,49680
CO,"Breckenridge, CO",Frisco,80443
IN,"Michigan City-La Porte, IN",,46382
AL,"Columbus, GA-AL",Pittsview,36871
NY,"Rochester, NY",Piffard,14533
IL,,Bethany,61914
VA,"Roanoke, VA",Catawba,24070
IN,,Francesville,47946
NY,"Hudson, NY",Copake,12516
MN,"Hutchinson, MN",Silver Lake,55381
MO,"St. Louis, MO-IL",Catawissa,63015
GA,"Macon-Bibb County, GA",Musella,31066
PA,"Pittsburgh, PA",Hookstown,15050
ME,,Surry,4684
TX,"Dallas-Fort Worth-Arlington, TX",Dallas,75246
NC,"Henderson, NC",Manson,27553
IN,,Ridgeville,47380
MA,"Worcester, MA-CT",Oxford,1537
GA,,Cobbtown,30420
IL,"Champaign-Urbana, IL",Homer,61849
OK,,Boswell,74727
KS,,Kinsley,67547
NE,"Fremont, NE",Hooper,68031
KY,,Phelps,41553
IN,,Kewanna,46939
MO,,Lockwood,65682
TX,"Corsicana, TX",Rice,75155
NH,"Lebanon, NH-VT",Bethlehem,3574
MN,"Rochester, MN",Harmony,55939
TX,"Wichita Falls, TX",Holliday,76366
IN,,Medaryville,47957
MN,,,56208
OH,,Holmesville,44633
GA,,Edison,39846
MO,,Winona,65588
KS,,Stockton,67669
CA,"San Diego-Chula Vista-Carlsbad, CA",Pauma Valley,92061
IA,,Stuart,50250
NC,"Roanoke Rapids, NC",Rich Square,27869
OH,"Athens, OH",Millfield,45761
FL,"Wauchula, FL",Ona,33865
OK,"Tulsa, OK",Fairfax,74637
VA,"Charlottesville, VA",Esmont,22937
NC,"Charlotte-Concord-Gastonia, NC-SC",Olin,28660
TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Gordonsville,38563
MT,"Kalispell, MT",Proctor,59920
TX,"Sweetwater, TX",Roscoe,79545
HI,"Hilo, HI",Kapaau,96719
SD,,Clark,57225
IN,"Marion, IN",Van Buren,46991
SC,"Bennettsville, SC",Wallace,29596
NY,,Narrowsburg,12764
TX,,Kennard,75847
WI,"Minneapolis-St. Paul-Bloomington, MN-WI",Houlton,54082
WV,"Charleston, WV",Seth,25181
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,20004
OK,"Bartlesville, OK",,74022
IL,"Jacksonville, IL",Murrayville,62668
IL,"St. Louis, MO-IL",Shipman,62685
VA,"Richmond, VA",Aylett,23106
PA,"Youngstown-Warren-Boardman, OH-PA",Fredonia,16124
WV,,Mount Nebo,26679
MO,"Kirksville, MO",,63546
FL,"Orlando-Kissimmee-Sanford, FL",Paisley,32767
MA,"Barnstable Town, MA",Barnstable,2630
PA,"Allentown-Bethlehem-Easton, PA-NJ",Germansville,18053
VT,,Starksboro,5487
KS,"Topeka, KS",Burlingame,66413
IN,"Indianapolis-Carmel-Anderson, IN",Reelsville,46171
WI,,Merrillan,54754
KS,,Hill City,67642
OH,"Ashtabula, OH",Windsor,44099
VA,"Blacksburg-Christiansburg, VA",Pembroke,24136
TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",,38547
WV,"Charleston, WV",Ranger,25557
IA,,Merrill,51038
MI,"Lansing-East Lansing, MI",Onondaga,49264
IA,,,50864
OH,"Sidney, OH",Russia,45363
WI,,White Lake,54491
NH,"Keene, NH",Westmoreland,3467
NY,,West Coxsackie,12192
SC,"Charleston-North Charleston, SC",Pineville,29468
VT,,Wilmington,5363
IL,,,60922
OK,"Enid, OK",Waukomis,73773
GA,"Albany, GA",Sumner,31789
GA,,Iron City,39859
WA,"Spokane-Spokane Valley, WA",Reardan,99029
IL,,Noble,62868
GA,"Hinesville, GA",Fleming,31309
WI,"Madison, WI",Fall River,53932
MT,"Missoula, MT",Condon,59826
IL,"Rochelle, IL",Forreston,61030
VA,,Fairfield,24435
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Moonachie,7074
CO,"Fort Collins, CO",Livermore,80512
NY,"Watertown-Fort Drum, NY",Sackets Harbor,13685
WI,,Soldiers Grove,54655
OH,"Wapakoneta, OH",Waynesfield,45896
WV,,Crawley,24931
KY,,Hueysville,41640
PA,,Tioga,16946
MN,"Albert Lea, MN",Glenville,56036
KY,"Mayfield, KY",Boaz,42027
CA,"Clearlake, CA",Nice,95485
OR,"Eugene-Springfield, OR",Dexter,97431
MO,"Kansas City, MO-KS",Archie,64725
NC,,Warrensville,28693
NY,"Albany-Schenectady-Troy, NY",Esperance,12066
IA,,Corydon,50060
IA,,Dysart,52224
TX,,,75643
VA,"Big Stone Gap, VA",Saint Paul,24283
ID,"Moscow, ID",,83855
LA,"Alexandria, LA",Hineston,71438
GA,"Statesboro, GA",Portal,30450
NY,,Callicoon,12723
MI,,Luther,49656
OH,,Mc Clure,43534
WV,,Wardensville,26851
OK,"Oklahoma City, OK",Wayne,73095
OH,,South Bloomingville,45647
CT,"Torrington, CT",Norfolk,6058
KS,,Johnson,67855
KS,,,67361
NY,"Albany-Schenectady-Troy, NY",Stephentown,12168
WI,"Shawano, WI",Keshena,54135
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Luthersville,30251
IN,"Frankfort, IN",Kirklin,46050
WI,"Whitewater, WI",Sharon,53585
MI,,Freeport,49325
VT,,New Haven,5472
MN,"Alexandria, MN",Garfield,56332
MI,,Frederic,49733
PA,"Pittsburgh, PA",Karns City,16041
OR,"Hermiston-Pendleton, OR",Heppner,97836
MN,,Wheaton,56296
MO,"West Plains, MO",Pomona,65789
AK,,Wrangell,99929
IN,"Evansville, IN-KY",New Harmony,47631
AL,,Millport,35574
IL,"Peoria, IL",Cuba,61427
NC,,Crumpler,28617
GA,"Dublin, GA",Dudley,31022
LA,"Alexandria, LA",Bunkie,71325
NC,"Roanoke Rapids, NC",Gaston,27832
OH,"Zanesville, OH",Chandlersville,43727
ME,,St George,4860
OH,,Pandora,45877
MS,,Kilmichael,39747
VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Zuni,23898
WI,"Shawano, WI",Cecil,54111
VT,,Danville,5828
IA,,Nora Springs,50458
MN,"Fergus Falls, MN",Underwood,56586
KS,,Elkhart,67950
MO,"Springfield, MO",Pleasant Hope,65725
OK,,Henryetta,74880
IN,,Wolcott,47995
TN,"Knoxville, TN",Knoxville,37902
KY,"Paducah, KY-IL",La Center,42056
KS,,Lincoln,67455
MI,"Grand Rapids-Kentwood, MI",Pewamo,48873
IA,,,50830
NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mount Royal,8061
NE,,Friend,68359
MN,"Owatonna, MN",Medford,55049
KY,"Evansville, IN-KY",Corydon,42406
IN,"Jasper, IN",Dubois,47527
PA,,Clarksville,15322
GA,"Augusta-Richmond County, GA-SC",Sardis,30456
GA,"Americus, GA",Plains,31780
NY,"Olean, NY",West Valley,14171
ND,,Cavalier,58220
PA,"DuBois, PA",Penfield,15849
PA,"Pittsburgh, PA",Mayport,16240
TN,"Greeneville, TN",Midway,37809
AL,"Fort Payne, AL",Ider,35981
MI,"Niles, MI",Galien,49113
MN,"Winona, MN",,55959
MA,"Springfield, MA",Palmer,1080
VT,"Rutland, VT",Proctor,5765
OK,,Morrison,73061
MI,,Bloomingdale,49026
NY,"Rochester, NY",Springwater,14560
NH,"Laconia, NH",Alton,3810
VA,,Rose Hill,24281
TX,,Brookeland,75931
AR,"Russellville, AR",Hector,72843
MS,,Buckatunna,39322
WV,,Paden City,26159
CA,"Madera, CA",Friant,93626
NC,"Winston-Salem, NC",Sandy Ridge,27046
NM,"Silver City, NM",Bayard,88023
OH,,Rutland,45775
CA,"Redding, CA",Igo,96047
AR,"Jonesboro, AR",Caraway,72419
KY,"Elizabethtown-Fort Knox, KY",Glendale,42740
GA,"Columbus, GA-AL",Upatoi,31829
MO,"Sedalia, MO",Smithton,65350
SC,"Orangeburg, SC",Vance,29163
NY,"Corning, NY",Savona,14879
TX,"Bonham, TX",Savoy,75479
ME,,Boothbay Harbor,4538
VT,"Bennington, VT",Pownal,5261
NC,"Roanoke Rapids, NC",Woodland,27897
IA,,Keosauqua,52565
NY,"Olean, NY",Machias,14101
TX,,Menard,76859
GA,"Thomaston, GA",Yatesville,31097
AL,"Cullman, AL",Logan,35098
WV,"Clarksburg, WV",Grafton,26440
LA,"Monroe, LA",Spearsville,71277
OH,,Blue Creek,45684
MN,,Hector,55342
MO,"Springfield, MO",Long Lane,65590
VT,"Lebanon, NH-VT",Randolph,5061
OH,"Youngstown-Warren-Boardman, OH-PA",New Springfield,44443
VA,,Callao,22435
NE,,Fullerton,68638
WI,,Sarona,54870
MO,,Marquand,63655
NE,,Bridgeport,69336
WI,"Wisconsin Rapids-Marshfield, WI",Vesper,54489
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Taylors Falls,55084
NC,,Nakina,28455
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Island Heights,8732
IL,"Kankakee, IL",Herscher,60941
MN,"St. Cloud, MN",Holdingford,56340
MT,,Fort Benton,59442
IA,"Omaha-Council Bluffs, NE-IA",Dunlap,51529
TX,,Point Blank,77364
MS,,Mathiston,39752
MA,"Springfield, MA",Williamsburg,1096
VA,,Buffalo Junction,24529
ME,,Franklin,4634
GA,,Newton,39870
ME,,Dresden,4342
MN,"Brainerd, MN",Hackensack,56452
WV,"Beckley, WV",Scarbro,25917
AR,"Little Rock-North Little Rock-Conway, AR",Little Rock,72201
PA,"Pottsville, PA",Barnesville,18214
VA,"Kingsport-Bristol, TN-VA",Nickelsville,24271
MI,,Woodland,48897
IL,"Rockford, IL",Capron,61012
IN,"Lafayette-West Lafayette, IN",Bringhurst,46913
MI,,Vanderbilt,49795
WA,"Wenatchee, WA",Orondo,98843
KY,"London, KY",Keavy,40737
MO,"Kennett, MO",Senath,63876
MN,"Marshall, MN",Minneota,56264
PA,"Pittsburgh, PA",Smock,15480
CT,"Torrington, CT",Morris,6763
MO,"Kansas City, MO-KS",Polo,64671
MO,"Springfield, MO",Urbana,65767
NC,,Turkey,28393
MD,"Baltimore-Columbia-Towson, MD",West River,20778
NY,"Auburn, NY",Martville,13111
ME,"Lewiston-Auburn, ME",Livermore,4253
CA,"Bakersfield, CA",Frazier Park,93243
WV,"Hagerstown-Martinsburg, MD-WV",,25422
PA,,Austin,16720
MN,"Mankato, MN",Good Thunder,56037
PA,"Pittsburgh, PA",Bulger,15019
CT,"Torrington, CT",Kent,6757
OR,"Newport, OR",Seal Rock,97376
VT,"Lebanon, NH-VT",Ludlow,5149
CA,"Merced, CA",Stevinson,95374
PA,,Elkland,16920
AR,"Russellville, AR",,72842
ME,"Augusta-Waterville, ME",Albion,4910
NY,"Plattsburgh, NY",Altona,12935
MS,,Smithdale,39664
NC,"Raleigh-Cary, NC",Bunn,27508
NY,"Oneonta, NY",Cherry Valley,13320
IA,,Fairbank,50629
OR,"Corvallis, OR",Alsea,97324
MI,"Big Rapids, MI",Barryton,49305
NJ,"New York-Newark-Jersey City, NY-NJ-PA",South Hackensack,7606
PA,"Harrisburg-Carlisle, PA",Elliottsburg,17024
MS,"Memphis, TN-MS-AR",Potts Camp,38659
NY,"Buffalo-Cheektowaga, NY",East Concord,14055
PA,"Sunbury, PA",Herndon,17830
IN,"Bedford, IN",Heltonville,47436
MN,,,56266
OR,"Grants Pass, OR",Selma,97538
NC,"Winston-Salem, NC",Danbury,27016
OH,,Alger,45812
NY,,Margaretville,12455
ME,,St Albans,4971
TN,"Knoxville, TN",Oakdale,37829
PA,"Indiana, PA",Penn Run,15765
OR,"Roseburg, OR",Canyonville,97417
OK,"Shawnee, OK",Wanette,74878
TX,,Gruver,79040
MI,,New Era,49446
MI,"Marquette, MI",Skandia,49885
CA,"Visalia, CA",Three Rivers,93271
MN,,Hillman,56338
MI,,Levering,49755
IL,"Peoria, IL",Toulon,61483
OH,"Fremont, OH",Vickery,43464
WV,"Huntington-Ashland, WV-KY-OH",Glenwood,25520
AR,,Fairfield Bay,72088
IN,"Indianapolis-Carmel-Anderson, IN",North Salem,46165
VA,"Richmond, VA",Jarratt,23867
NY,"Utica-Rome, NY",Cold Brook,13324
FL,"Orlando-Kissimmee-Sanford, FL",Oakland,34760
IA,"Cedar Rapids, IA",Coggon,52218
MN,,Cushing,56443
MN,,,56131
IA,,Riceville,50466
MO,,Leasburg,65535
WI,"Sheboygan, WI",Kohler,53044
MT,,Valier,59486
IN,,Carthage,46115
AR,"Fayetteville-Springdale-Rogers, AR",Sulphur Springs,72768
LA,"Fort Polk South, LA",Hornbeck,71439
NY,"Batavia, NY",Darien Center,14040
KY,,Mount Olivet,41064
IA,,Lansing,52151
AR,"Jonesboro, AR",,72386
ME,,Deer Isle,4627
MO,"Columbia, MO",Pilot Grove,65276
NY,"Amsterdam, NY",Sprakers,12166
TX,,Olton,79064
IL,"Champaign-Urbana, IL",Cerro Gordo,61818
MI,,Bitely,49309
NH,"Boston-Cambridge-Newton, MA-NH",Newfields,3856
TN,,Lexington,38368
VA,"Charlottesville, VA",North Garden,22959
MI,"Alma, MI",Ashley,48806
VA,"Harrisonburg, VA",Criders,22830
AZ,"Sierra Vista-Douglas, AZ",Mc Neal,85617
WV,"Beckley, WV",Lester,25865
OH,"Celina, OH",Mendon,45862
ID,"Boise City, ID",,83622
TN,"Union City, TN",,38232
VA,,Goshen,24439
KS,"Topeka, KS",Hoyt,66440
VT,"Bennington, VT",Dorset,5251
MN,"Red Wing, MN",Wanamingo,55983
NE,"Lincoln, NE",Lincoln,68523
MS,"Meridian, MS",Bailey,39320
MO,,New Florence,63363
CO,"Denver-Aurora-Lakewood, CO",Deer Trail,80105
NE,"Fremont, NE",North Bend,68649
MN,"Albert Lea, MN",,56009
NC,"Brevard, NC",Lake Toxaway,28747
SC,,,29727
KS,"Pittsburg, KS",Arma,66712
GA,"Augusta-Richmond County, GA-SC",,30441
IL,"Springfield, IL",Greenview,62642
VA,"Martinsville, VA",Spencer,24165
WA,"Spokane-Spokane Valley, WA",Valleyford,99036
WY,,,83113
MN,"Marshall, MN",Cottonwood,56229
UT,"Heber, UT",Peoa,84061
IA,,Corydon,50008
NY,"Syracuse, NY",Lacona,13083
MI,"Alma, MI",Riverdale,48877
IA,,Hopkinton,52237
SC,"Charlotte-Concord-Gastonia, NC-SC",Carlisle,29031
TN,"Cookeville, TN",Allons,38541
SC,,Smoaks,29481
OH,"Findlay, OH",Van Buren,45889
MI,,Irons,49644
GA,,Davisboro,30413
IN,"Terre Haute, IN",Cayuga,47928
NC,,Harrells,28447
ME,,Belmont,4952
MD,,Galena,21635
NC,"Roanoke Rapids, NC",Conway,27820
NY,,Alfred Station,14803
NC,"New Bern, NC",,28529
CO,"Colorado Springs, CO",Palmer Lake,80133
PA,"Youngstown-Warren-Boardman, OH-PA",Hadley,16130
SD,,Springfield,57062
MI,"Alpena, MI",Lachine,49753
PA,"Scranton--Wilkes-Barre, PA",Falls,18615
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Kasota,56050
MO,"St. Joseph, MO-KS",Easton,64443
MO,,Wellsville,63384
CT,"Norwich-New London, CT",Franklin,6254
IL,"Freeport, IL",Pearl City,61062
IA,,Hazleton,50641
PA,"Erie, PA",Cranesville,16410
PA,"Pittsburgh, PA",Lemont Furnace,15456
OK,,Bunch,74931
KS,,Hoxie,67740
